"election_cycle","report_date","region","elections","keyword","spend_usd"
"US-Federal-2018",2019-11-25,"US","US-Federal","elizabeth warren",1379200
"US-Federal-2018",2019-11-20,"US","US-Federal","elizabeth warren",1312100
"US-Federal-2018",2019-11-18,"US","US-Federal","elizabeth warren",1286400
"US-Federal-2018",2019-11-11,"US","US-Federal","elizabeth warren",1209500
"US-Federal-2018",2019-11-04,"US","US-Federal","elizabeth warren",1151700
"US-Federal-2018",2019-10-28,"US","US-Federal","elizabeth warren",1106500
"US-Federal-2018",2019-10-21,"US","US-Federal","elizabeth warren",1083400
"US-Federal-2018",2019-10-14,"US","US-Federal","elizabeth warren",974800
"US-Federal-2018",2019-10-07,"US","US-Federal","elizabeth warren",950500
"US-Federal-2018",2019-09-30,"US","US-Federal","elizabeth warren",929500
"US-Federal-2018",2019-09-23,"US","US-Federal","elizabeth warren",907400
"US-Federal-2018",2019-09-16,"US","US-Federal","elizabeth warren",877800
"US-Federal-2018",2019-09-02,"US","US-Federal","elizabeth warren",806200
"US-Federal-2018",2019-08-26,"US","US-Federal","elizabeth warren",806000
"US-Federal-2018",2019-08-19,"US","US-Federal","elizabeth warren",805500
"US-Federal-2018",2019-08-12,"US","US-Federal","elizabeth warren",785500
"US-Federal-2018",2019-08-05,"US","US-Federal","elizabeth warren",748700
"US-Federal-2018",2019-07-29,"US","US-Federal","elizabeth warren",648400
"US-Federal-2018",2019-07-22,"US","US-Federal","elizabeth warren",640200
"US-Federal-2018",2019-07-15,"US","US-Federal","elizabeth warren",640200
"US-Federal-2018",2019-07-08,"US","US-Federal","elizabeth warren",640200
"US-Federal-2018",2019-07-01,"US","US-Federal","elizabeth warren",640200
"US-Federal-2018",2019-06-24,"US","US-Federal","beto o rourke",567600
"US-Federal-2018",2019-06-17,"US","US-Federal","beto o rourke",528900
"US-Federal-2018",2019-06-10,"US","US-Federal","beto o rourke",499300
"US-Federal-2018",2019-06-03,"US","US-Federal","beto o rourke",464400
"US-Federal-2018",2019-05-27,"US","US-Federal","beto o rourke",442700
"US-Federal-2018",2019-05-20,"US","US-Federal","beto o rourke",427200
"US-Federal-2018",2019-05-13,"US","US-Federal","beto o rourke",403400
"US-Federal-2018",2019-05-06,"US","US-Federal","beto o rourke",387100
"US-Federal-2018",2019-04-29,"US","US-Federal","beto o rourke",375400
"US-Federal-2018",2019-04-22,"US","US-Federal","beto o rourke",346900
"US-Federal-2018",2019-04-15,"US","US-Federal","beto o rourke",335400
"US-Federal-2018",2019-04-08,"US","US-Federal","beto o rourke",326600
"US-Federal-2018",2019-04-01,"US","US-Federal","beto o rourke",318300
"US-Federal-2018",2019-03-25,"US","US-Federal","beto o rourke",308200
"US-Federal-2018",2019-03-24,"US","US-Federal","beto o rourke",306400
"US-Federal-2018",2019-03-18,"US","US-Federal","beto o rourke",296000
"US-Federal-2018",2019-03-11,"US","US-Federal","beto o rourke",295000
"US-Federal-2018",2019-02-24,"US","US-Federal","beto o rourke",279700
"US-Federal-2018",2019-02-18,"US","US-Federal","beto o rourke",279700
"US-Federal-2018",2019-02-11,"US","US-Federal","beto o rourke",279700
"US-Federal-2018",2019-02-04,"US","US-Federal","beto o rourke",279700
"US-Federal-2018",2019-01-28,"US","US-Federal","beto o rourke",279700
"US-Federal-2018",2019-01-21,"US","US-Federal","beto o rourke",279700
"US-Federal-2018",2019-01-14,"US","US-Federal","beto o rourke",279700
"US-Federal-2018",2019-01-07,"US","US-Federal","beto o rourke",279700
"US-Federal-2018",2018-12-10,"US","US-Federal","beto o rourke",279600
"US-Federal-2018",2018-12-03,"US","US-Federal","beto o rourke",279700
"US-Federal-2018",2018-11-26,"US","US-Federal","beto o rourke",280200
"US-Federal-2018",2018-11-19,"US","US-Federal","beto o rourke",280200
"US-Federal-2018",2018-11-12,"US","US-Federal","beto o rourke",279600
"US-Federal-2018",2018-11-05,"US","US-Federal","beto o rourke",258900
"US-Federal-2018",2018-10-29,"US","US-Federal","beto o rourke",209000
"US-Federal-2018",2018-10-22,"US","US-Federal","beto o rourke",177800
"US-Federal-2018",2018-10-15,"US","US-Federal","beto o rourke",159400
"US-Federal-2018",2018-10-09,"US","US-Federal","beto o rourke",144800
"US-Federal-2018",2018-10-01,"US","US-Federal","beto o rourke",129800
"US-Federal-2018",2018-09-24,"US","US-Federal","beto o rourke",113500
"US-Federal-2018",2018-09-17,"US","US-Federal","beto o rourke",107400
"US-Federal-2018",2018-09-10,"US","US-Federal","ron desantis",99500
"US-Federal-2018",2018-09-03,"US","US-Federal","ron desantis",88800
"US-Federal-2018",2018-08-27,"US","US-Federal","ron desantis",62300
"US-Federal-2018",2018-08-13,"US","US-Federal","aclu",37300
"US-Federal-2018",2019-12-02,"US","US-Federal","pete buttigieg",1403700
"US-Federal-2018",2019-11-25,"US","US-Federal","pete buttigieg",1379200
"US-Federal-2018",2019-11-20,"US","US-Federal","pete buttigieg",1312100
"US-Federal-2018",2019-11-18,"US","US-Federal","pete buttigieg",1286400
"US-Federal-2018",2019-11-11,"US","US-Federal","pete buttigieg",1209500
"US-Federal-2018",2019-11-04,"US","US-Federal","pete buttigieg",1151700
"US-Federal-2018",2019-10-28,"US","US-Federal","pete buttigieg",1106500
"US-Federal-2018",2019-10-21,"US","US-Federal","pete buttigieg",1083400
"US-Federal-2018",2019-10-14,"US","US-Federal","pete buttigieg",974800
"US-Federal-2018",2019-10-07,"US","US-Federal","pete buttigieg",950500
"US-Federal-2018",2019-09-30,"US","US-Federal","pete buttigieg",929500
"US-Federal-2018",2019-09-23,"US","US-Federal","pete buttigieg",907400
"US-Federal-2018",2019-09-16,"US","US-Federal","pete buttigieg",877800
"US-Federal-2018",2019-09-02,"US","US-Federal","kamala harris",806200
"US-Federal-2018",2019-08-26,"US","US-Federal","kamala harris",806000
"US-Federal-2018",2019-08-19,"US","US-Federal","kamala harris",805500
"US-Federal-2018",2019-08-12,"US","US-Federal","kamala harris",785500
"US-Federal-2018",2019-08-05,"US","US-Federal","kamala harris",748700
"US-Federal-2018",2019-07-29,"US","US-Federal","pete buttigieg",648400
"US-Federal-2018",2019-07-22,"US","US-Federal","beto o rourke",640200
"US-Federal-2018",2019-07-15,"US","US-Federal","beto o rourke",640200
"US-Federal-2018",2019-07-08,"US","US-Federal","beto o rourke",640200
"US-Federal-2018",2019-07-01,"US","US-Federal","beto o rourke",640200
"US-Federal-2018",2019-06-24,"US","US-Federal","elizabeth warren",567600
"US-Federal-2018",2019-06-17,"US","US-Federal","elizabeth warren",528900
"US-Federal-2018",2019-06-10,"US","US-Federal","elizabeth warren",499300
"US-Federal-2018",2019-06-03,"US","US-Federal","elizabeth warren",464400
"US-Federal-2018",2019-05-27,"US","US-Federal","elizabeth warren",442700
"US-Federal-2018",2019-05-20,"US","US-Federal","elizabeth warren",427200
"US-Federal-2018",2019-05-13,"US","US-Federal","elizabeth warren",403400
"US-Federal-2018",2019-05-06,"US","US-Federal","elizabeth warren",387100
"US-Federal-2018",2019-04-29,"US","US-Federal","elizabeth warren",375400
"US-Federal-2018",2019-04-22,"US","US-Federal","elizabeth warren",346900
"US-Federal-2018",2019-04-15,"US","US-Federal","elizabeth warren",335400
"US-Federal-2018",2019-04-08,"US","US-Federal","elizabeth warren",326600
"US-Federal-2018",2019-04-01,"US","US-Federal","elizabeth warren",318300
"US-Federal-2018",2019-03-25,"US","US-Federal","elizabeth warren",308200
"US-Federal-2018",2019-03-24,"US","US-Federal","elizabeth warren",306400
"US-Federal-2018",2019-03-18,"US","US-Federal","rick scott",296000
"US-Federal-2018",2019-03-11,"US","US-Federal","rick scott",295000
"US-Federal-2018",2019-02-24,"US","US-Federal","rick scott",279700
"US-Federal-2018",2019-02-18,"US","US-Federal","rick scott",279700
"US-Federal-2018",2019-02-11,"US","US-Federal","rick scott",279700
"US-Federal-2018",2019-02-04,"US","US-Federal","rick scott",279700
"US-Federal-2018",2019-01-28,"US","US-Federal","rick scott",279700
"US-Federal-2018",2019-01-21,"US","US-Federal","rick scott",279700
"US-Federal-2018",2019-01-14,"US","US-Federal","rick scott",279700
"US-Federal-2018",2019-01-07,"US","US-Federal","rick scott",279700
"US-Federal-2018",2018-12-10,"US","US-Federal","rick scott",279600
"US-Federal-2018",2018-12-03,"US","US-Federal","rick scott",279700
"US-Federal-2018",2018-11-26,"US","US-Federal","rick scott",280200
"US-Federal-2018",2018-11-19,"US","US-Federal","rick scott",280200
"US-Federal-2018",2018-11-12,"US","US-Federal","rick scott",279600
"US-Federal-2018",2018-11-05,"US","US-Federal","rick scott",258900
"US-Federal-2018",2018-10-29,"US","US-Federal","rick scott",209000
"US-Federal-2018",2018-10-22,"US","US-Federal","rick scott",177800
"US-Federal-2018",2018-10-15,"US","US-Federal","rick scott",159400
"US-Federal-2018",2018-10-09,"US","US-Federal","rick scott",144800
"US-Federal-2018",2018-10-01,"US","US-Federal","rick scott",129800
"US-Federal-2018",2018-09-24,"US","US-Federal","rick scott",113500
"US-Federal-2018",2018-09-17,"US","US-Federal","rick scott",107400
"US-Federal-2018",2018-09-10,"US","US-Federal","rick scott",99500
"US-Federal-2018",2018-09-03,"US","US-Federal","rick scott",88800
"US-Federal-2018",2018-08-27,"US","US-Federal","rick scott",62300
"US-Federal-2018",2018-08-13,"US","US-Federal","diane black",37300
"US-Federal-2018",2019-12-02,"US","US-Federal","kamala harris",1403700
"US-Federal-2018",2019-11-25,"US","US-Federal","kamala harris",1379200
"US-Federal-2018",2019-11-20,"US","US-Federal","kamala harris",1312100
"US-Federal-2018",2019-11-18,"US","US-Federal","kamala harris",1286400
"US-Federal-2018",2019-11-11,"US","US-Federal","kamala harris",1209500
"US-Federal-2018",2019-11-04,"US","US-Federal","kamala harris",1151700
"US-Federal-2018",2019-10-28,"US","US-Federal","kamala harris",1106500
"US-Federal-2018",2019-10-21,"US","US-Federal","kamala harris",1083400
"US-Federal-2018",2019-10-14,"US","US-Federal","kamala harris",974800
"US-Federal-2018",2019-10-07,"US","US-Federal","kamala harris",950500
"US-Federal-2018",2019-09-30,"US","US-Federal","kamala harris",929500
"US-Federal-2018",2019-09-23,"US","US-Federal","kamala harris",907400
"US-Federal-2018",2019-09-16,"US","US-Federal","kamala harris",877800
"US-Federal-2018",2019-09-02,"US","US-Federal","pete buttigieg",806200
"US-Federal-2018",2019-08-26,"US","US-Federal","pete buttigieg",806000
"US-Federal-2018",2019-08-19,"US","US-Federal","pete buttigieg",805500
"US-Federal-2018",2019-08-12,"US","US-Federal","pete buttigieg",785500
"US-Federal-2018",2019-08-05,"US","US-Federal","pete buttigieg",748700
"US-Federal-2018",2019-07-29,"US","US-Federal","beto o rourke",648400
"US-Federal-2018",2019-07-22,"US","US-Federal","pete buttigieg",640200
"US-Federal-2018",2019-07-15,"US","US-Federal","pete buttigieg",640200
"US-Federal-2018",2019-07-08,"US","US-Federal","pete buttigieg",640200
"US-Federal-2018",2019-07-01,"US","US-Federal","pete buttigieg",640200
"US-Federal-2018",2019-06-24,"US","US-Federal","pete buttigieg",567600
"US-Federal-2018",2019-06-17,"US","US-Federal","pete buttigieg",528900
"US-Federal-2018",2019-06-10,"US","US-Federal","pete buttigieg",499300
"US-Federal-2018",2019-06-03,"US","US-Federal","pete buttigieg",464400
"US-Federal-2018",2019-05-27,"US","US-Federal","pete buttigieg",442700
"US-Federal-2018",2019-05-20,"US","US-Federal","pete buttigieg",427200
"US-Federal-2018",2019-05-13,"US","US-Federal","pete buttigieg",403400
"US-Federal-2018",2019-05-06,"US","US-Federal","rick scott",387100
"US-Federal-2018",2019-04-29,"US","US-Federal","rick scott",375400
"US-Federal-2018",2019-04-22,"US","US-Federal","rick scott",346900
"US-Federal-2018",2019-04-15,"US","US-Federal","rick scott",335400
"US-Federal-2018",2019-04-08,"US","US-Federal","rick scott",326600
"US-Federal-2018",2019-04-01,"US","US-Federal","rick scott",318300
"US-Federal-2018",2019-03-25,"US","US-Federal","rick scott",308200
"US-Federal-2018",2019-03-24,"US","US-Federal","rick scott",306400
"US-Federal-2018",2019-03-18,"US","US-Federal","elizabeth warren",296000
"US-Federal-2018",2019-03-11,"US","US-Federal","elizabeth warren",295000
"US-Federal-2018",2019-02-24,"US","US-Federal","elizabeth warren",279700
"US-Federal-2018",2019-02-18,"US","US-Federal","elizabeth warren",279700
"US-Federal-2018",2019-02-11,"US","US-Federal","elizabeth warren",279700
"US-Federal-2018",2019-02-04,"US","US-Federal","elizabeth warren",279700
"US-Federal-2018",2019-01-28,"US","US-Federal","elizabeth warren",279700
"US-Federal-2018",2019-01-21,"US","US-Federal","elizabeth warren",279700
"US-Federal-2018",2019-01-14,"US","US-Federal","ted cruz",279700
"US-Federal-2018",2019-01-07,"US","US-Federal","ted cruz",279700
"US-Federal-2018",2018-12-10,"US","US-Federal","ted cruz",279600
"US-Federal-2018",2018-12-03,"US","US-Federal","ted cruz",279700
"US-Federal-2018",2018-11-26,"US","US-Federal","ted cruz",280200
"US-Federal-2018",2018-11-19,"US","US-Federal","ted cruz",280200
"US-Federal-2018",2018-11-12,"US","US-Federal","ted cruz",279600
"US-Federal-2018",2018-11-05,"US","US-Federal","ted cruz",258900
"US-Federal-2018",2018-10-29,"US","US-Federal","beto",209000
"US-Federal-2018",2018-10-22,"US","US-Federal","beto",177800
"US-Federal-2018",2018-10-15,"US","US-Federal","phil bredesen",159400
"US-Federal-2018",2018-10-09,"US","US-Federal","heidi heitkamp",144800
"US-Federal-2018",2018-10-01,"US","US-Federal","josh hawley",129800
"US-Federal-2018",2018-09-24,"US","US-Federal","aclu",113500
"US-Federal-2018",2018-09-17,"US","US-Federal","aclu",107400
"US-Federal-2018",2018-09-10,"US","US-Federal","beto o'rourke",99500
"US-Federal-2018",2018-09-03,"US","US-Federal","beto o'rourke",88800
"US-Federal-2018",2018-08-27,"US","US-Federal","beto o'rourke",62300
"US-Federal-2018",2018-08-13,"US","US-Federal","ron desantis",37300
"US-Federal-2018",2019-12-02,"US","US-Federal","tulsi gabbard",1403700
"US-Federal-2018",2019-11-25,"US","US-Federal","tulsi gabbard",1379200
"US-Federal-2018",2019-11-20,"US","US-Federal","tulsi gabbard",1312100
"US-Federal-2018",2019-11-18,"US","US-Federal","tulsi gabbard",1286400
"US-Federal-2018",2019-11-11,"US","US-Federal","tulsi gabbard",1209500
"US-Federal-2018",2019-11-04,"US","US-Federal","beto o rourke",1151700
"US-Federal-2018",2019-10-28,"US","US-Federal","beto o rourke",1106500
"US-Federal-2018",2019-10-21,"US","US-Federal","beto o rourke",1083400
"US-Federal-2018",2019-10-14,"US","US-Federal","beto o rourke",974800
"US-Federal-2018",2019-10-07,"US","US-Federal","beto o rourke",950500
"US-Federal-2018",2019-09-30,"US","US-Federal","beto o rourke",929500
"US-Federal-2018",2019-09-23,"US","US-Federal","beto o rourke",907400
"US-Federal-2018",2019-09-16,"US","US-Federal","beto o rourke",877800
"US-Federal-2018",2019-09-02,"US","US-Federal","beto o rourke",806200
"US-Federal-2018",2019-08-26,"US","US-Federal","beto o rourke",806000
"US-Federal-2018",2019-08-19,"US","US-Federal","beto o rourke",805500
"US-Federal-2018",2019-08-12,"US","US-Federal","beto o rourke",785500
"US-Federal-2018",2019-08-05,"US","US-Federal","beto o rourke",748700
"US-Federal-2018",2019-07-29,"US","US-Federal","kamala harris",648400
"US-Federal-2018",2019-07-22,"US","US-Federal","kamala harris",640200
"US-Federal-2018",2019-07-15,"US","US-Federal","kamala harris",640200
"US-Federal-2018",2019-07-08,"US","US-Federal","kamala harris",640200
"US-Federal-2018",2019-07-01,"US","US-Federal","kamala harris",640200
"US-Federal-2018",2019-06-24,"US","US-Federal","joe biden",567600
"US-Federal-2018",2019-06-17,"US","US-Federal","rick scott",528900
"US-Federal-2018",2019-06-10,"US","US-Federal","rick scott",499300
"US-Federal-2018",2019-06-03,"US","US-Federal","rick scott",464400
"US-Federal-2018",2019-05-27,"US","US-Federal","rick scott",442700
"US-Federal-2018",2019-05-20,"US","US-Federal","rick scott",427200
"US-Federal-2018",2019-05-13,"US","US-Federal","rick scott",403400
"US-Federal-2018",2019-05-06,"US","US-Federal","pete buttigieg",387100
"US-Federal-2018",2019-04-29,"US","US-Federal","pete buttigieg",375400
"US-Federal-2018",2019-04-22,"US","US-Federal","pete buttigieg",346900
"US-Federal-2018",2019-04-15,"US","US-Federal","beto",335400
"US-Federal-2018",2019-04-08,"US","US-Federal","beto",326600
"US-Federal-2018",2019-04-01,"US","US-Federal","beto",318300
"US-Federal-2018",2019-03-25,"US","US-Federal","beto",308200
"US-Federal-2018",2019-03-24,"US","US-Federal","beto",306400
"US-Federal-2018",2019-03-18,"US","US-Federal","beto",296000
"US-Federal-2018",2019-03-11,"US","US-Federal","ted cruz",295000
"US-Federal-2018",2019-02-24,"US","US-Federal","ted cruz",279700
"US-Federal-2018",2019-02-18,"US","US-Federal","ted cruz",279700
"US-Federal-2018",2019-02-11,"US","US-Federal","ted cruz",279700
"US-Federal-2018",2019-02-04,"US","US-Federal","ted cruz",279700
"US-Federal-2018",2019-01-28,"US","US-Federal","ted cruz",279700
"US-Federal-2018",2019-01-21,"US","US-Federal","ted cruz",279700
"US-Federal-2018",2019-01-14,"US","US-Federal","bill nelson",279700
"US-Federal-2018",2019-01-07,"US","US-Federal","bill nelson",279700
"US-Federal-2018",2018-12-10,"US","US-Federal","bill nelson",279600
"US-Federal-2018",2018-12-03,"US","US-Federal","bill nelson",279700
"US-Federal-2018",2018-11-26,"US","US-Federal","josh hawley",280200
"US-Federal-2018",2018-11-19,"US","US-Federal","josh hawley",280200
"US-Federal-2018",2018-11-12,"US","US-Federal","josh hawley",279600
"US-Federal-2018",2018-11-05,"US","US-Federal","josh hawley",258900
"US-Federal-2018",2018-10-29,"US","US-Federal","ted cruz",209000
"US-Federal-2018",2018-10-22,"US","US-Federal","phil bredesen",177800
"US-Federal-2018",2018-10-15,"US","US-Federal","heidi heitkamp",159400
"US-Federal-2018",2018-10-09,"US","US-Federal","ted cruz",144800
"US-Federal-2018",2018-10-01,"US","US-Federal","aclu",129800
"US-Federal-2018",2018-09-24,"US","US-Federal","ron desantis",113500
"US-Federal-2018",2018-09-17,"US","US-Federal","ron desantis",107400
"US-Federal-2018",2018-09-10,"US","US-Federal","beto o rourke",99500
"US-Federal-2018",2018-09-03,"US","US-Federal","beto o rourke",88800
"US-Federal-2018",2018-08-27,"US","US-Federal","aclu",62300
"US-Federal-2018",2018-08-13,"US","US-Federal","beto o'rourke",37300
"US-Federal-2018",2019-12-02,"US","US-Federal","donald trump",1403700
"US-Federal-2018",2019-11-25,"US","US-Federal","donald trump",1379200
"US-Federal-2018",2019-11-20,"US","US-Federal","beto o rourke",1312100
"US-Federal-2018",2019-11-18,"US","US-Federal","beto o rourke",1286400
"US-Federal-2018",2019-11-11,"US","US-Federal","beto o rourke",1209500
"US-Federal-2018",2019-11-04,"US","US-Federal","tulsi gabbard",1151700
"US-Federal-2018",2019-10-28,"US","US-Federal","tulsi gabbard",1106500
"US-Federal-2018",2019-10-21,"US","US-Federal","tulsi gabbard",1083400
"US-Federal-2018",2019-10-14,"US","US-Federal","donald trump",974800
"US-Federal-2018",2019-10-07,"US","US-Federal","tulsi gabbard",950500
"US-Federal-2018",2019-09-30,"US","US-Federal","tulsi gabbard",929500
"US-Federal-2018",2019-09-23,"US","US-Federal","tulsi gabbard",907400
"US-Federal-2018",2019-09-16,"US","US-Federal","tulsi gabbard",877800
"US-Federal-2018",2019-09-02,"US","US-Federal","tulsi gabbard",806200
"US-Federal-2018",2019-08-26,"US","US-Federal","tulsi gabbard",806000
"US-Federal-2018",2019-08-19,"US","US-Federal","tulsi gabbard",805500
"US-Federal-2018",2019-08-12,"US","US-Federal","tulsi gabbard",785500
"US-Federal-2018",2019-08-05,"US","US-Federal","tulsi gabbard",748700
"US-Federal-2018",2019-07-29,"US","US-Federal","joe biden",648400
"US-Federal-2018",2019-07-22,"US","US-Federal","joe biden",640200
"US-Federal-2018",2019-07-15,"US","US-Federal","joe biden",640200
"US-Federal-2018",2019-07-08,"US","US-Federal","joe biden",640200
"US-Federal-2018",2019-07-01,"US","US-Federal","joe biden",640200
"US-Federal-2018",2019-06-24,"US","US-Federal","rick scott",567600
"US-Federal-2018",2019-06-17,"US","US-Federal","joe biden",528900
"US-Federal-2018",2019-06-10,"US","US-Federal","joe biden",499300
"US-Federal-2018",2019-06-03,"US","US-Federal","joe biden",464400
"US-Federal-2018",2019-05-27,"US","US-Federal","joe biden",442700
"US-Federal-2018",2019-05-20,"US","US-Federal","joe biden",427200
"US-Federal-2018",2019-05-13,"US","US-Federal","joe biden",403400
"US-Federal-2018",2019-05-06,"US","US-Federal","joe biden",387100
"US-Federal-2018",2019-04-29,"US","US-Federal","beto",375400
"US-Federal-2018",2019-04-22,"US","US-Federal","beto",346900
"US-Federal-2018",2019-04-15,"US","US-Federal","aclu",335400
"US-Federal-2018",2019-04-08,"US","US-Federal","aclu",326600
"US-Federal-2018",2019-04-01,"US","US-Federal","aclu",318300
"US-Federal-2018",2019-03-25,"US","US-Federal","aclu",308200
"US-Federal-2018",2019-03-24,"US","US-Federal","aclu",306400
"US-Federal-2018",2019-03-18,"US","US-Federal","vote",296000
"US-Federal-2018",2019-03-11,"US","US-Federal","aclu",295000
"US-Federal-2018",2019-02-24,"US","US-Federal","bill nelson",279700
"US-Federal-2018",2019-02-18,"US","US-Federal","bill nelson",279700
"US-Federal-2018",2019-02-11,"US","US-Federal","bill nelson",279700
"US-Federal-2018",2019-02-04,"US","US-Federal","bill nelson",279700
"US-Federal-2018",2019-01-28,"US","US-Federal","bill nelson",279700
"US-Federal-2018",2019-01-21,"US","US-Federal","bill nelson",279700
"US-Federal-2018",2019-01-14,"US","US-Federal","elizabeth warren",279700
"US-Federal-2018",2019-01-07,"US","US-Federal","heidi heitkamp",279700
"US-Federal-2018",2018-12-10,"US","US-Federal","josh hawley",279600
"US-Federal-2018",2018-12-03,"US","US-Federal","heidi heitkamp",279700
"US-Federal-2018",2018-11-26,"US","US-Federal","bill nelson",280200
"US-Federal-2018",2018-11-19,"US","US-Federal","bill nelson",280200
"US-Federal-2018",2018-11-12,"US","US-Federal","bill nelson",279600
"US-Federal-2018",2018-11-05,"US","US-Federal","beto",258900
"US-Federal-2018",2018-10-29,"US","US-Federal","phil bredesen",209000
"US-Federal-2018",2018-10-22,"US","US-Federal","ted cruz",177800
"US-Federal-2018",2018-10-15,"US","US-Federal","ted cruz",159400
"US-Federal-2018",2018-10-09,"US","US-Federal","phil bredesen",144800
"US-Federal-2018",2018-10-01,"US","US-Federal","ted cruz",129800
"US-Federal-2018",2018-09-24,"US","US-Federal","josh hawley",113500
"US-Federal-2018",2018-09-17,"US","US-Federal","josh hawley",107400
"US-Federal-2018",2018-09-10,"US","US-Federal","aclu",99500
"US-Federal-2018",2018-09-03,"US","US-Federal","aclu",88800
"US-Federal-2018",2018-08-27,"US","US-Federal","diane black",62300
"US-Federal-2018",2018-08-13,"US","US-Federal","rick scott",37300
"US-Federal-2018",2019-12-02,"US","US-Federal","beto o rourke",1403700
"US-Federal-2018",2019-11-25,"US","US-Federal","beto o rourke",1379200
"US-Federal-2018",2019-11-20,"US","US-Federal","donald trump",1312100
"US-Federal-2018",2019-11-18,"US","US-Federal","donald trump",1286400
"US-Federal-2018",2019-11-11,"US","US-Federal","donald trump",1209500
"US-Federal-2018",2019-11-04,"US","US-Federal","donald trump",1151700
"US-Federal-2018",2019-10-28,"US","US-Federal","donald trump",1106500
"US-Federal-2018",2019-10-21,"US","US-Federal","donald trump",1083400
"US-Federal-2018",2019-10-14,"US","US-Federal","tulsi gabbard",974800
"US-Federal-2018",2019-10-07,"US","US-Federal","donald trump",950500
"US-Federal-2018",2019-09-30,"US","US-Federal","joe biden",929500
"US-Federal-2018",2019-09-23,"US","US-Federal","joe biden",907400
"US-Federal-2018",2019-09-16,"US","US-Federal","joe biden",877800
"US-Federal-2018",2019-09-02,"US","US-Federal","joe biden",806200
"US-Federal-2018",2019-08-26,"US","US-Federal","joe biden",806000
"US-Federal-2018",2019-08-19,"US","US-Federal","joe biden",805500
"US-Federal-2018",2019-08-12,"US","US-Federal","joe biden",785500
"US-Federal-2018",2019-08-05,"US","US-Federal","joe biden",748700
"US-Federal-2018",2019-07-29,"US","US-Federal","rick scott",648400
"US-Federal-2018",2019-07-22,"US","US-Federal","rick scott",640200
"US-Federal-2018",2019-07-15,"US","US-Federal","rick scott",640200
"US-Federal-2018",2019-07-08,"US","US-Federal","rick scott",640200
"US-Federal-2018",2019-07-01,"US","US-Federal","rick scott",640200
"US-Federal-2018",2019-06-24,"US","US-Federal","kamala harris",567600
"US-Federal-2018",2019-06-17,"US","US-Federal","kamala harris",528900
"US-Federal-2018",2019-06-10,"US","US-Federal","kamala harris",499300
"US-Federal-2018",2019-06-03,"US","US-Federal","aclu",464400
"US-Federal-2018",2019-05-27,"US","US-Federal","aclu",442700
"US-Federal-2018",2019-05-20,"US","US-Federal","aclu",427200
"US-Federal-2018",2019-05-13,"US","US-Federal","aclu",403400
"US-Federal-2018",2019-05-06,"US","US-Federal","aclu",387100
"US-Federal-2018",2019-04-29,"US","US-Federal","aclu",375400
"US-Federal-2018",2019-04-22,"US","US-Federal","aclu",346900
"US-Federal-2018",2019-04-15,"US","US-Federal","ted cruz",335400
"US-Federal-2018",2019-04-08,"US","US-Federal","vote",326600
"US-Federal-2018",2019-04-01,"US","US-Federal","ted cruz",318300
"US-Federal-2018",2019-03-25,"US","US-Federal","vote",308200
"US-Federal-2018",2019-03-24,"US","US-Federal","vote",306400
"US-Federal-2018",2019-03-18,"US","US-Federal","ted cruz",296000
"US-Federal-2018",2019-03-11,"US","US-Federal","vote",295000
"US-Federal-2018",2019-02-24,"US","US-Federal","heidi heitkamp",279700
"US-Federal-2018",2019-02-18,"US","US-Federal","heidi heitkamp",279700
"US-Federal-2018",2019-02-11,"US","US-Federal","heidi heitkamp",279700
"US-Federal-2018",2019-02-04,"US","US-Federal","heidi heitkamp",279700
"US-Federal-2018",2019-01-28,"US","US-Federal","heidi heitkamp",279700
"US-Federal-2018",2019-01-21,"US","US-Federal","heidi heitkamp",279700
"US-Federal-2018",2019-01-14,"US","US-Federal","heidi heitkamp",279700
"US-Federal-2018",2019-01-07,"US","US-Federal","josh hawley",279700
"US-Federal-2018",2018-12-10,"US","US-Federal","beto",279600
"US-Federal-2018",2018-12-03,"US","US-Federal","josh hawley",279700
"US-Federal-2018",2018-11-26,"US","US-Federal","heidi heitkamp",280200
"US-Federal-2018",2018-11-19,"US","US-Federal","heidi heitkamp",280200
"US-Federal-2018",2018-11-12,"US","US-Federal","heidi heitkamp",279600
"US-Federal-2018",2018-11-05,"US","US-Federal","heidi heitkamp",258900
"US-Federal-2018",2018-10-29,"US","US-Federal","heidi heitkamp",209000
"US-Federal-2018",2018-10-22,"US","US-Federal","heidi heitkamp",177800
"US-Federal-2018",2018-10-15,"US","US-Federal","beto",159400
"US-Federal-2018",2018-10-09,"US","US-Federal","josh hawley",144800
"US-Federal-2018",2018-10-01,"US","US-Federal","bill nelson",129800
"US-Federal-2018",2018-09-24,"US","US-Federal","bill nelson",113500
"US-Federal-2018",2018-09-17,"US","US-Federal","diane black",107400
"US-Federal-2018",2018-09-10,"US","US-Federal","diane black",99500
"US-Federal-2018",2018-09-03,"US","US-Federal","diane black",88800
"US-Federal-2018",2018-08-27,"US","US-Federal","beto o rourke",62300
"US-Federal-2018",2018-08-13,"US","US-Federal","bill nelson",37300
"US-Federal-2018",2019-12-02,"US","US-Federal","elizabeth warren",964900
"US-Federal-2018",2019-11-25,"US","US-Federal","elizabeth warren",964300
"US-Federal-2018",2019-11-20,"US","US-Federal","elizabeth warren",962900
"US-Federal-2018",2019-11-18,"US","US-Federal","elizabeth warren",962800
